SLURM NODE: kn080
[I 2026-03-14 05:03:08,666] A new study created in RDB with name: IMDb-Sliding_windows
[I 2026-03-14 07:26:04,615] Trial 0 finished with value: 0.9324 and parameters: {'batch_size': 32, 'window_size': 5, 'attention_heads': 6, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.2, 'learning_rate': 0.0003, 'weight_decay': 0.001}. Best is trial 0 with value: 0.9324.
[I 2026-03-14 09:21:14,653] Trial 1 finished with value: 0.936 and parameters: {'batch_size': 128, 'window_size': 2, 'attention_heads': 8, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.1, 'learning_rate': 0.0001, 'weight_decay': 0.0001}. Best is trial 1 with value: 0.936.
[I 2026-03-14 12:35:27,370] Trial 2 finished with value: 0.9382 and parameters: {'batch_size': 16, 'window_size': 5, 'attention_heads': 6, 'hidden_dimension': 64, 'number_of_hidden_layers': 2, 'dropout_rate': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9382.
[I 2026-03-14 15:01:31,359] Trial 3 finished with value: 0.9336 and parameters: {'batch_size': 32, 'window_size': 2, 'attention_heads': 6, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.1, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9382.
[I 2026-03-14 17:04:41,788] Trial 4 finished with value: 0.937 and parameters: {'batch_size': 128, 'window_size': 3, 'attention_heads': 4, 'hidden_dimension': 128, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9382.
[I 2026-03-14 19:08:35,184] Trial 5 finished with value: 0.9324 and parameters: {'batch_size': 64, 'window_size': 2, 'attention_heads': 4, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 1e-05, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.9382.
[I 2026-03-14 22:01:00,545] Trial 6 finished with value: 0.93 and parameters: {'batch_size': 16, 'window_size': 4, 'attention_heads': 6, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 00:00:18,818] Trial 7 finished with value: 0.9344 and parameters: {'batch_size': 64, 'window_size': 2, 'attention_heads': 2, 'hidden_dimension': 32, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 02:46:38,884] Trial 8 finished with value: 0.93 and parameters: {'batch_size': 16, 'window_size': 2, 'attention_heads': 1, 'hidden_dimension': 32, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 05:02:33,893] Trial 9 finished with value: 0.9374 and parameters: {'batch_size': 32, 'window_size': 3, 'attention_heads': 4, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0001}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 06:57:38,905] Trial 10 finished with value: 0.9374 and parameters: {'batch_size': 128, 'window_size': 2, 'attention_heads': 6, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 09:48:03,040] Trial 11 finished with value: 0.9298 and parameters: {'batch_size': 16, 'window_size': 3, 'attention_heads': 4, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.2, 'learning_rate': 0.0003, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 12:05:24,529] Trial 12 finished with value: 0.9312 and parameters: {'batch_size': 32, 'window_size': 2, 'attention_heads': 6, 'hidden_dimension': 32, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3, 'learning_rate': 1e-05, 'weight_decay': 0.0001}. Best is trial 2 with value: 0.9382.
[I 2026-03-15 14:16:46,004] Trial 13 finished with value: 0.9342 and parameters: {'batch_size': 64, 'window_size': 3, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9382.
