test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9460598689518018,0.9486827267543274,0.0004981146812913666,19,37
0.9476076047276746,0.9477069804221931,0.0005051503435422556,19,38
0.9425032485174686,0.9641568032702599,0.000504807490742343,23,39
0.9469540186994578,0.9603462445429857,0.0005063815992705676,34,40
0.9429118533450772,0.9506557713193695,0.0005020683472758208,15,41
0.9442281938127663,0.9658414247677795,0.000501294228614059,25,42
0.942010705348018,0.9521446145186069,0.0005047974033460148,24,43
0.9405189356616226,0.9623239629552732,0.000579635559355459,20,44
0.9400172099638076,0.9511568094847487,0.0005035113196517769,29,45
0.9447373512751516,0.9477078554483891,0.0005002742148323875,33,46
