SLURM NODE: kn055
[I 2026-03-01 05:56:06,437] A new study created in RDB with name: Ohsumed-Chefer_importance
[I 2026-03-01 08:00:13,225] Trial 0 finished with value: 0.6299906836063088 and parameters: {'batch_size': 32, 'edge_threshold': 0.8, 'node_threshold': 0.6, 'attention_heads': 8, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 0 with value: 0.6299906836063088.
[I 2026-03-02 09:43:51,720] Trial 15 finished with value: 0.6072001605670289 and parameters: {'batch_size': 16, 'edge_threshold': 0.95, 'node_threshold': 0.6, 'attention_heads': 8, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4, 'learning_rate': 0.0003, 'weight_decay': 0.001}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 10:48:56,746] Trial 16 finished with value: 0.008730574471800244 and parameters: {'batch_size': 128, 'edge_threshold': 0.8, 'node_threshold': 0.7, 'attention_heads': 6, 'hidden_dimension': 32, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 11:49:26,396] Trial 17 finished with value: 0.5899432199226745 and parameters: {'batch_size': 128, 'edge_threshold': 0.9, 'node_threshold': 0.7, 'attention_heads': 1, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 12:32:25,809] Trial 18 finished with value: 0.611147566088159 and parameters: {'batch_size': 128, 'edge_threshold': 0.6, 'node_threshold': 0.95, 'attention_heads': 4, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 14:21:36,567] Trial 19 finished with value: 0.6151080911806729 and parameters: {'batch_size': 32, 'edge_threshold': 0.8, 'node_threshold': 0.5, 'attention_heads': 2, 'hidden_dimension': 64, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 15:17:28,577] Trial 20 finished with value: 0.5984865317140631 and parameters: {'batch_size': 16, 'edge_threshold': 0.95, 'node_threshold': 0.95, 'attention_heads': 1, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 16:12:06,644] Trial 21 finished with value: 0.03708617958968471 and parameters: {'batch_size': 32, 'edge_threshold': 0.7, 'node_threshold': 0.95, 'attention_heads': 2, 'hidden_dimension': 64, 'number_of_hidden_layers': 0, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.001}. Best is trial 4 with value: 0.6320912518948202.
[I 2026-03-02 17:59:52,025] Trial 22 finished with value: 0.6365506399681051 and parameters: {'batch_size': 64, 'edge_threshold': 0.8, 'node_threshold': 0.6, 'attention_heads': 4, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.2, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 22 with value: 0.6365506399681051.
[I 2026-03-02 18:54:52,131] Trial 23 finished with value: 0.6446092845889669 and parameters: {'batch_size': 16, 'edge_threshold': 0.9, 'node_threshold': 0.95, 'attention_heads': 8, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-02 20:27:41,887] Trial 24 finished with value: 0.601198261777097 and parameters: {'batch_size': 32, 'edge_threshold': 0.8, 'node_threshold': 0.6, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-02 21:19:28,502] Trial 25 finished with value: 0.6371470026966523 and parameters: {'batch_size': 32, 'edge_threshold': 0.7, 'node_threshold': 0.9, 'attention_heads': 1, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.1, 'learning_rate': 0.0001, 'weight_decay': 1e-05}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-02 22:32:51,248] Trial 26 finished with value: 0.5946643615514845 and parameters: {'batch_size': 32, 'edge_threshold': 0.95, 'node_threshold': 0.5, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 00:25:29,836] Trial 27 finished with value: 0.5560044562816345 and parameters: {'batch_size': 32, 'edge_threshold': 0.9, 'node_threshold': 0.7, 'attention_heads': 2, 'hidden_dimension': 32, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4, 'learning_rate': 1e-05, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 01:42:54,864] Trial 28 finished with value: 0.6201495495990915 and parameters: {'batch_size': 16, 'edge_threshold': 0.95, 'node_threshold': 0.7, 'attention_heads': 4, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 1e-05, 'weight_decay': 0.001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 02:30:10,317] Trial 29 finished with value: 0.6323420988241278 and parameters: {'batch_size': 128, 'edge_threshold': 0.6, 'node_threshold': 0.9, 'attention_heads': 4, 'hidden_dimension': 32, 'number_of_hidden_layers': 2, 'dropout_rate': 0.1, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
CUDA out of memory. Tried to allocate 6.40 GiB. GPU 0 has a total capacity of 44.40 GiB of which 1.63 GiB is free. Including non-PyTorch memory, this process has 42.76 GiB memory in use. Of the allocated memory 42.11 GiB is allocated by PyTorch, and 99.52 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2026-03-03 04:17:35,775] Trial 30 finished with value: -1.0 and parameters: {'batch_size': 32, 'edge_threshold': 0.7, 'node_threshold': 0.5, 'attention_heads': 6, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.1, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 07:57:40,750] Trial 31 finished with value: 0.5996182483370496 and parameters: {'batch_size': 16, 'edge_threshold': 0.5, 'node_threshold': 0.6, 'attention_heads': 6, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 1e-05, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 09:39:22,628] Trial 32 finished with value: 0.07192763832675553 and parameters: {'batch_size': 16, 'edge_threshold': 0.7, 'node_threshold': 0.8, 'attention_heads': 8, 'hidden_dimension': 128, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 0.0001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 10:23:31,977] Trial 33 finished with value: 0.007598588280749546 and parameters: {'batch_size': 128, 'edge_threshold': 0.8, 'node_threshold': 0.9, 'attention_heads': 4, 'hidden_dimension': 64, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4, 'learning_rate': 0.0003, 'weight_decay': 0.0001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 12:05:06,440] Trial 34 finished with value: 0.04465664715231436 and parameters: {'batch_size': 32, 'edge_threshold': 0.8, 'node_threshold': 0.6, 'attention_heads': 1, 'hidden_dimension': 64, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 15:32:33,272] Trial 35 finished with value: 0.02609943756471089 and parameters: {'batch_size': 64, 'edge_threshold': 0.6, 'node_threshold': 0.5, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 17:35:27,719] Trial 36 finished with value: 0.5925355592091676 and parameters: {'batch_size': 64, 'edge_threshold': 0.6, 'node_threshold': 0.6, 'attention_heads': 8, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 1e-05}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 19:00:28,313] Trial 37 finished with value: 0.5775837014927102 and parameters: {'batch_size': 32, 'edge_threshold': 0.6, 'node_threshold': 0.7, 'attention_heads': 1, 'hidden_dimension': 32, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 0.0001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 20:21:21,459] Trial 38 finished with value: 0.5927278331216614 and parameters: {'batch_size': 16, 'edge_threshold': 0.6, 'node_threshold': 0.8, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4, 'learning_rate': 0.001, 'weight_decay': 0.0001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 22:24:33,802] Trial 39 finished with value: 0.6237907076023126 and parameters: {'batch_size': 16, 'edge_threshold': 0.8, 'node_threshold': 0.6, 'attention_heads': 6, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.001}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-03 23:47:44,296] Trial 40 finished with value: 0.021319993727344867 and parameters: {'batch_size': 64, 'edge_threshold': 0.5, 'node_threshold': 0.8, 'attention_heads': 2, 'hidden_dimension': 64, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3, 'learning_rate': 1e-05, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-04 01:18:07,373] Trial 41 finished with value: 0.09470358320028024 and parameters: {'batch_size': 16, 'edge_threshold': 0.9, 'node_threshold': 0.6, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 0, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-04 02:40:54,621] Trial 42 finished with value: 0.5947205991094736 and parameters: {'batch_size': 16, 'edge_threshold': 0.95, 'node_threshold': 0.5, 'attention_heads': 2, 'hidden_dimension': 64, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3, 'learning_rate': 0.0003, 'weight_decay': 1e-06}. Best is trial 23 with value: 0.6446092845889669.
[I 2026-03-04 04:32:14,595] Trial 43 finished with value: 0.6224951383932771 and parameters: {'batch_size': 64, 'edge_threshold': 0.5, 'node_threshold': 0.7, 'attention_heads': 2, 'hidden_dimension': 128, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'weight_decay': 0.001}. Best is trial 23 with value: 0.6446092845889669.
slurmstepd: error: *** JOB 2303097 ON kn055 CANCELLED AT 2026-03-04T05:56:17 DUE TO TIME LIMIT ***
