test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9104477611940298,0.9090909090909091,0.0015307184475571362,6,37
0.9253731343283582,0.9090909090909091,0.0015393605872766295,9,38
0.8985074626865671,0.8909090909090909,0.0015394723237450443,7,39
0.9194029850746268,0.9030303030303031,0.0015369927705223881,10,40
0.9194029850746268,0.8484848484848485,0.0015387150778699277,8,41
0.9194029850746268,0.896969696969697,0.0015334776977994548,8,42
0.9104477611940298,0.8787878787878788,0.0026010370966213854,5,43
0.9164179104477612,0.8909090909090909,0.0015264596512068564,9,44
0.9343283582089552,0.8727272727272727,0.0015407185056316318,13,45
0.9283582089552239,0.8727272727272727,0.0015296025062674907,6,46
