dataset,split,index,node_threshold,edge_threshold,document_length,unique_words,token_count,node_count,node_embedding_dimension,edge_count,edge_embedding_dimension
IMDb-1k,test,227,0.8,0.95,942,459,1209,396,768,2770,2
IMDb-1k,test,240,0.8,0.95,921,451,1245,399,768,2824,2
IMDb-1k,test,275,0.8,0.95,761,378,1019,310,768,2092,2
IMDb-1k,test,148,0.8,0.95,938,409,1215,386,768,2765,2
IMDb-1k,test,113,0.8,0.95,966,471,1303,465,768,3132,2
IMDb-1k,test,144,0.8,0.95,768,388,1022,311,768,2067,2
IMDb-1k,test,312,0.8,0.95,948,416,1134,354,768,2571,2
IMDb-1k,test,118,0.8,0.95,760,390,1016,322,768,2151,2
IMDb-1k,test,177,0.8,0.95,889,448,1207,408,768,2836,2
IMDb-1k,test,79,0.8,0.95,773,317,1087,285,768,1869,2
IMDb-1k,test,332,0.8,0.95,758,418,1009,336,768,2261,2
IMDb-1k,test,119,0.8,0.95,811,413,1155,390,768,2508,2
IMDb-1k,test,281,0.8,0.95,907,480,1304,399,768,2643,2
IMDb-1k,test,31,0.8,0.95,826,391,1118,349,768,2325,2
IMDb-1k,test,232,0.8,0.95,808,417,1194,386,768,2542,2
IMDb-1k,test,254,0.8,0.95,811,474,1148,354,768,2345,2
IMDb-1k,test,155,0.8,0.95,946,497,1234,400,768,2862,2
IMDb-1k,test,268,0.8,0.95,827,439,1047,332,768,2248,2
IMDb-1k,test,108,0.8,0.95,752,403,1025,350,768,2333,2
IMDb-1k,test,146,0.8,0.95,953,378,1191,348,768,2511,2
IMDb-1k,test,59,0.8,0.95,762,439,1121,352,768,2450,2
IMDb-1k,test,327,0.8,0.95,820,440,1164,327,768,2330,2
IMDb-1k,test,15,0.8,0.95,766,365,1091,281,768,1927,2
IMDb-1k,test,6,0.8,0.95,949,397,1228,377,768,2676,2
IMDb-1k,test,231,0.8,0.95,924,361,1185,408,768,2794,2
IMDb-1k,test,210,0.8,0.95,774,392,1073,321,768,2146,2
IMDb-1k,test,93,0.8,0.95,820,362,1049,361,768,2414,2
IMDb-1k,test,30,0.8,0.95,746,384,1011,327,768,2137,2
IMDb-1k,test,22,0.8,0.95,771,408,982,344,768,2334,2
IMDb-1k,test,285,0.8,0.95,831,374,1088,388,768,2575,2
IMDb-1k,test,295,0.8,0.95,820,473,1174,359,768,2372,2
IMDb-1k,test,56,0.8,0.95,878,447,1096,336,768,2349,2
IMDb-1k,test,176,0.8,0.95,951,464,1214,363,768,2589,2
IMDb-1k,test,10,0.8,0.95,831,397,1094,356,768,2439,2
IMDb-1k,test,220,0.8,0.95,880,434,1156,352,768,2488,2
IMDb-1k,test,229,0.8,0.95,876,449,1241,366,768,2571,2
IMDb-1k,test,81,0.8,0.95,780,399,997,333,768,2249,2
IMDb-1k,test,168,0.8,0.95,965,444,1261,390,768,2806,2
IMDb-1k,test,39,0.8,0.95,940,434,1201,360,768,2538,2
IMDb-1k,test,237,0.8,0.95,771,380,995,334,768,2247,2
IMDb-1k,test,104,0.8,0.95,979,485,1282,480,768,3264,2
IMDb-1k,test,262,0.8,0.95,820,421,1173,329,768,2238,2
IMDb-1k,test,194,0.8,0.95,782,424,1031,367,768,2504,2
IMDb-1k,test,315,0.8,0.95,941,410,1205,354,768,2518,2
IMDb-1k,test,126,0.8,0.95,742,434,1016,308,768,2060,2
IMDb-1k,test,137,0.8,0.95,876,374,1090,390,768,2630,2
IMDb-1k,test,66,0.8,0.95,761,374,960,352,768,2416,2
IMDb-1k,test,211,0.8,0.95,880,455,1134,390,768,2636,2
IMDb-1k,test,18,0.8,0.95,922,425,1149,371,768,2624,2
IMDb-1k,test,197,0.8,0.95,859,361,1122,338,768,2356,2
IMDb-1k,test,250,0.8,0.95,810,368,1089,344,768,2230,2
IMDb-1k,test,152,0.8,0.95,803,368,965,306,768,2177,2
IMDb-1k,test,19,0.8,0.95,886,437,1130,353,768,2538,2
IMDb-1k,test,199,0.8,0.95,958,447,1170,400,768,2843,2
IMDb-1k,test,92,0.8,0.95,987,495,1323,449,768,3142,2
IMDb-1k,test,69,0.8,0.95,820,419,1074,366,768,2481,2
IMDb-1k,test,209,0.8,0.95,755,345,1017,321,768,2100,2
IMDb-1k,test,96,0.8,0.95,942,472,1331,403,768,2692,2
IMDb-1k,test,97,0.8,0.95,919,370,1170,395,768,2815,2
IMDb-1k,test,245,0.8,0.95,849,434,1043,313,768,2195,2
IMDb-1k,test,68,0.8,0.95,820,369,1058,300,768,2072,2
IMDb-1k,test,23,0.8,0.95,810,353,998,306,768,2121,2
IMDb-1k,test,37,0.8,0.95,916,419,1183,355,768,2522,2
IMDb-1k,test,248,0.8,0.95,887,417,1083,376,768,2604,2
IMDb-1k,test,67,0.8,0.95,901,421,1164,368,768,2496,2
IMDb-1k,test,267,0.8,0.95,902,425,1090,373,768,2592,2
IMDb-1k,test,145,0.8,0.95,972,421,1356,434,768,2913,2
IMDb-1k,test,125,0.8,0.95,824,386,1051,354,768,2445,2
IMDb-1k,test,175,0.8,0.95,933,419,1189,387,768,2658,2
IMDb-1k,test,86,0.8,0.95,860,403,1084,375,768,2614,2
IMDb-1k,test,283,0.8,0.95,854,452,1137,377,768,2564,2
IMDb-1k,test,153,0.8,0.95,965,457,1315,385,768,2687,2
IMDb-1k,test,284,0.8,0.95,867,425,1089,341,768,2369,2
IMDb-1k,test,321,0.8,0.95,764,332,952,344,768,2359,2
IMDb-1k,test,253,0.8,0.95,961,480,1404,410,768,2587,2
IMDb-1k,test,163,0.8,0.95,789,405,987,336,768,2234,2
Ohsumed,train,655,0.8,0.95,306,155,480,162,768,1681,23
Ohsumed,train,862,0.8,0.95,175,83,276,88,768,519,23
Ohsumed,train,365,0.8,0.95,176,106,220,84,768,558,23
Ohsumed,train,2423,0.8,0.95,174,90,264,107,768,762,23
Ohsumed,train,1514,0.8,0.95,270,138,392,135,768,1092,23
Ohsumed,train,175,0.8,0.95,178,96,233,77,768,513,23
Ohsumed,train,620,0.8,0.95,227,128,352,136,768,1043,23
Ohsumed,train,1410,0.8,0.95,70,56,102,36,768,135,23
Ohsumed,train,1411,0.8,0.95,219,135,305,119,768,821,23
Ohsumed,train,1861,0.8,0.95,226,122,454,126,768,1015,23
Ohsumed,train,1748,0.8,0.95,166,92,359,131,768,1018,23
Ohsumed,train,170,0.8,0.95,246,133,413,128,768,1191,23
Ohsumed,train,282,0.8,0.95,223,128,343,123,768,917,23
Ohsumed,train,2175,0.8,0.95,159,91,281,77,768,576,23
Ohsumed,train,1505,0.8,0.95,138,85,210,79,768,461,23
Ohsumed,train,1865,0.8,0.95,169,108,285,91,768,637,23
Ohsumed,train,233,0.8,0.95,221,126,346,124,768,928,23
Ohsumed,train,926,0.8,0.95,198,110,323,126,768,959,23
Ohsumed,train,1513,0.8,0.95,242,130,417,127,768,1269,23
Ohsumed,train,969,0.8,0.95,215,97,329,131,768,951,23
Ohsumed,train,1772,0.8,0.95,299,146,517,221,768,2054,23
Ohsumed,train,2138,0.8,0.95,209,124,362,123,768,961,23
Ohsumed,train,605,0.8,0.95,168,96,204,72,768,417,23
Ohsumed,train,124,0.8,0.95,205,99,355,127,768,1183,23
Ohsumed,train,450,0.8,0.95,227,125,400,176,768,1395,23
Ohsumed,train,1011,0.8,0.95,113,79,190,73,768,405,23
Ohsumed,train,324,0.8,0.95,214,117,300,107,768,825,23
Ohsumed,train,1717,0.8,0.95,152,92,206,82,768,455,23
Ohsumed,train,1361,0.8,0.95,119,56,168,60,768,395,23
Ohsumed,train,1477,0.8,0.95,147,79,298,95,768,563,23
Ohsumed,train,879,0.8,0.95,227,132,370,143,768,1207,23
Ohsumed,train,387,0.8,0.95,210,108,312,116,768,864,23
Ohsumed,train,2092,0.8,0.95,117,74,148,56,768,271,23
Ohsumed,train,1894,0.8,0.95,203,119,310,115,768,780,23
Ohsumed,train,1273,0.8,0.95,183,121,302,109,768,648,23
Ohsumed,train,436,0.8,0.95,408,170,723,344,768,3266,23
Ohsumed,train,719,0.8,0.95,214,119,358,132,768,1102,23
Ohsumed,train,1053,0.8,0.95,75,53,118,36,768,168,23
Ohsumed,train,2330,0.8,0.95,278,126,411,153,768,1177,23
Ohsumed,train,2126,0.8,0.95,82,55,142,48,768,230,23
Ohsumed,train,1087,0.8,0.95,165,96,242,74,768,437,23
Ohsumed,train,188,0.8,0.95,217,121,284,97,768,690,23
Ohsumed,train,1480,0.8,0.95,121,68,230,79,768,483,23
Ohsumed,train,2380,0.8,0.95,237,145,342,122,768,1027,23
Ohsumed,train,1578,0.8,0.95,214,112,375,119,768,929,23
Ohsumed,train,289,0.8,0.95,242,131,355,125,768,1055,23
Ohsumed,train,1047,0.8,0.95,147,89,184,74,768,373,23
Ohsumed,train,506,0.8,0.95,215,143,354,113,768,997,23
Ohsumed,train,1831,0.8,0.95,177,81,229,84,768,499,23
Ohsumed,train,1360,0.8,0.95,182,100,274,97,768,730,23
Ohsumed,train,211,0.8,0.95,202,113,348,128,768,997,23
Ohsumed,train,1939,0.8,0.95,286,158,411,150,768,1166,23
Ohsumed,train,422,0.8,0.95,307,132,410,138,768,1158,23
Ohsumed,train,1317,0.8,0.95,124,77,268,88,768,574,23
Ohsumed,train,748,0.8,0.95,221,120,341,134,768,1016,23
Ohsumed,train,1228,0.8,0.95,49,36,90,43,768,165,23
Ohsumed,train,2349,0.8,0.95,253,107,382,137,768,1085,23
Ohsumed,train,1044,0.8,0.95,109,66,169,61,768,354,23
Ohsumed,train,32,0.8,0.95,242,128,363,130,768,1061,23
Ohsumed,train,2212,0.8,0.95,122,79,161,60,768,274,23
Ohsumed,train,2492,0.8,0.95,251,120,441,142,768,1230,23
Ohsumed,train,788,0.8,0.95,182,126,281,76,768,417,23
Ohsumed,train,270,0.8,0.95,263,101,338,127,768,1084,23
Ohsumed,train,1058,0.8,0.95,131,82,213,84,768,474,23
Ohsumed,train,93,0.8,0.95,102,68,173,65,768,301,23
Ohsumed,train,611,0.8,0.95,190,101,287,110,768,792,23
Ohsumed,train,678,0.8,0.95,248,121,515,201,768,1685,23
Ohsumed,train,1829,0.8,0.95,259,136,432,131,768,1231,23
Ohsumed,train,1097,0.8,0.95,261,136,462,181,768,1527,23
Ohsumed,train,2484,0.8,0.95,116,73,166,62,768,321,23
Ohsumed,train,2025,0.8,0.95,232,140,370,135,768,1019,23
Ohsumed,train,354,0.8,0.95,217,117,403,162,768,1493,23
Ohsumed,train,693,0.8,0.95,194,98,330,116,768,797,23
Ohsumed,train,1391,0.8,0.95,94,69,143,60,768,284,23
Ohsumed,train,802,0.8,0.95,173,93,514,158,768,1275,23
Ohsumed,train,1114,0.8,0.95,143,88,225,76,768,502,23
Ohsumed,train,1269,0.8,0.95,356,158,664,229,768,2009,23
Ohsumed,train,2261,0.8,0.95,209,109,289,114,768,813,23
Ohsumed,train,402,0.8,0.95,257,131,354,121,768,928,23
Ohsumed,train,1501,0.8,0.95,245,144,430,163,768,1448,23
Ohsumed,train,1293,0.8,0.95,217,117,364,135,768,1194,23
Ohsumed,train,937,0.8,0.95,169,84,259,97,768,684,23
Ohsumed,train,498,0.8,0.95,170,88,244,96,768,554,23
Ohsumed,train,1509,0.8,0.95,99,72,125,39,768,153,23
Ohsumed,train,2672,0.8,0.95,80,52,100,32,768,132,23
Ohsumed,train,1980,0.8,0.95,142,95,206,89,768,463,23
Ohsumed,train,1908,0.8,0.95,254,140,525,164,768,1344,23
Ohsumed,train,1211,0.8,0.95,169,80,259,91,768,540,23
Ohsumed,train,2339,0.8,0.95,411,162,602,270,768,2594,23
Ohsumed,train,881,0.8,0.95,248,136,397,147,768,1190,23
Ohsumed,train,70,0.8,0.95,184,103,282,91,768,671,23
Ohsumed,train,557,0.8,0.95,226,115,339,120,768,928,23
Ohsumed,train,1834,0.8,0.95,245,105,314,105,768,870,23
Ohsumed,train,44,0.8,0.95,352,175,570,248,768,2167,23
Ohsumed,train,56,0.8,0.95,190,101,233,88,768,487,23
Ohsumed,train,298,0.8,0.95,51,38,71,28,768,88,23
Ohsumed,train,1271,0.8,0.95,158,87,319,113,768,852,23
Ohsumed,train,471,0.8,0.95,325,173,482,159,768,1466,23
Ohsumed,train,407,0.8,0.95,253,115,384,121,768,1051,23
Ohsumed,train,73,0.8,0.95,143,74,201,67,768,374,23
Ohsumed,train,1186,0.8,0.95,79,60,114,45,768,192,23
Ohsumed,train,1286,0.8,0.95,156,82,249,94,768,663,23
Ohsumed,train,1983,0.8,0.95,217,119,352,128,768,1147,23
Ohsumed,train,1951,0.8,0.95,192,106,363,117,768,862,23
Ohsumed,train,1116,0.8,0.95,225,126,359,132,768,970,23
Ohsumed,train,1508,0.8,0.95,211,116,369,122,768,942,23
Ohsumed,train,2587,0.8,0.95,75,50,87,29,768,102,23
Ohsumed,train,890,0.8,0.95,79,56,115,43,768,181,23
Ohsumed,train,1530,0.8,0.95,234,139,389,121,768,988,23
Ohsumed,train,1488,0.8,0.95,180,105,276,114,768,754,23
Ohsumed,train,1313,0.8,0.95,87,64,136,45,768,198,23
Ohsumed,train,2674,0.8,0.95,256,138,375,123,768,948,23
Ohsumed,train,1423,0.8,0.95,124,70,155,63,768,330,23
Ohsumed,train,1207,0.8,0.95,124,75,190,67,768,318,23
Ohsumed,train,432,0.8,0.95,212,106,279,95,768,658,23
Ohsumed,train,2603,0.8,0.95,71,51,91,34,768,130,23
Ohsumed,train,420,0.8,0.95,382,179,574,229,768,1871,23
Ohsumed,train,929,0.8,0.95,260,130,452,122,768,1172,23
Ohsumed,train,196,0.8,0.95,175,83,274,99,768,673,23
Ohsumed,train,2641,0.8,0.95,111,64,201,79,768,413,23
Ohsumed,train,1230,0.8,0.95,194,129,310,96,768,669,23
Ohsumed,train,1272,0.8,0.95,211,104,341,114,768,844,23
Ohsumed,train,2189,0.8,0.95,194,97,314,115,768,906,23
Ohsumed,train,1037,0.8,0.95,94,59,119,38,768,152,23
Ohsumed,train,2665,0.8,0.95,158,89,259,90,768,569,23
Ohsumed,train,2275,0.8,0.95,169,91,288,91,768,603,23
Ohsumed,train,840,0.8,0.95,136,68,218,60,768,368,23
Ohsumed,train,509,0.8,0.95,130,75,181,57,768,313,23
Ohsumed,train,2083,0.8,0.95,84,63,146,58,768,268,23
Ohsumed,train,1192,0.8,0.95,241,123,444,143,768,1387,23
Ohsumed,train,2201,0.8,0.95,228,111,358,112,768,974,23
Ohsumed,train,544,0.8,0.95,200,112,304,103,768,840,23
Ohsumed,train,2367,0.8,0.95,203,117,340,120,768,1064,23
Ohsumed,train,1889,0.8,0.95,117,70,186,87,768,447,23
Ohsumed,train,2234,0.8,0.95,182,113,341,113,768,704,23
Ohsumed,train,1868,0.8,0.95,223,118,418,168,768,1561,23
Ohsumed,train,528,0.8,0.95,256,133,389,143,768,1198,23
Ohsumed,train,1229,0.8,0.95,186,91,283,105,768,823,23
Ohsumed,train,1850,0.8,0.95,131,84,183,69,768,324,23
Ohsumed,train,2426,0.8,0.95,168,109,216,72,768,438,23
Ohsumed,train,1370,0.8,0.95,177,126,298,114,768,808,23
Ohsumed,train,1336,0.8,0.95,170,94,315,112,768,786,23
Ohsumed,train,63,0.8,0.95,236,108,291,107,768,679,23
Ohsumed,train,1405,0.8,0.95,180,102,266,93,768,686,23
Ohsumed,train,1738,0.8,0.95,168,55,224,91,768,544,23
Ohsumed,train,790,0.8,0.95,366,168,592,218,768,1769,23
Ohsumed,train,2592,0.8,0.95,44,36,68,33,768,98,23
Ohsumed,train,2681,0.8,0.95,216,118,378,141,768,1148,23
Ohsumed,train,819,0.8,0.95,80,58,128,51,768,210,23
Ohsumed,train,1091,0.8,0.95,360,121,478,163,768,1834,23
Ohsumed,validation,361,0.8,0.95,160,90,253,78,768,530,23
Ohsumed,validation,158,0.8,0.95,68,54,105,42,768,165,23
Ohsumed,validation,481,0.8,0.95,185,95,293,105,768,616,23
Ohsumed,validation,639,0.8,0.95,202,105,283,117,768,750,23
Ohsumed,validation,275,0.8,0.95,160,98,290,103,768,630,23
Ohsumed,validation,362,0.8,0.95,91,69,147,55,768,260,23
Ohsumed,validation,310,0.8,0.95,111,71,176,67,768,330,23
Ohsumed,validation,199,0.8,0.95,129,83,191,54,768,270,23
Ohsumed,validation,544,0.8,0.95,243,121,382,147,768,1161,23
Ohsumed,validation,90,0.8,0.95,120,72,164,62,768,308,23
Ohsumed,validation,81,0.8,0.95,78,61,120,44,768,167,23
Ohsumed,validation,264,0.8,0.95,241,134,394,132,768,1236,23
Ohsumed,validation,354,0.8,0.95,100,75,150,54,768,261,23
Ohsumed,validation,221,0.8,0.95,330,157,436,167,768,1569,23
Ohsumed,validation,211,0.8,0.95,179,115,297,121,768,869,23
Ohsumed,validation,63,0.8,0.95,157,89,246,93,768,612,23
Ohsumed,validation,54,0.8,0.95,222,102,293,105,768,649,23
Ohsumed,validation,602,0.8,0.95,104,70,156,61,768,268,23
Ohsumed,validation,299,0.8,0.95,292,89,576,216,768,2073,23
Ohsumed,validation,155,0.8,0.95,191,91,289,111,768,834,23
Ohsumed,validation,109,0.8,0.95,324,154,446,166,768,1401,23
Ohsumed,validation,611,0.8,0.95,119,78,151,51,768,227,23
Ohsumed,validation,360,0.8,0.95,64,47,101,34,768,120,23
Ohsumed,validation,334,0.8,0.95,85,61,150,52,768,290,23
Ohsumed,validation,635,0.8,0.95,132,88,176,60,768,323,23
Ohsumed,validation,479,0.8,0.95,205,112,296,92,768,690,23
Ohsumed,validation,256,0.8,0.95,148,93,202,76,768,407,23
Ohsumed,validation,652,0.8,0.95,125,76,187,87,768,487,23
Ohsumed,validation,443,0.8,0.95,301,157,496,159,768,1435,23
Ohsumed,validation,76,0.8,0.95,180,106,222,78,768,392,23
Ohsumed,validation,436,0.8,0.95,144,93,196,74,768,369,23
Ohsumed,validation,604,0.8,0.95,251,123,456,149,768,1393,23
Ohsumed,validation,642,0.8,0.95,161,87,275,97,768,708,23
Ohsumed,validation,135,0.8,0.95,264,129,323,117,768,829,23
Ohsumed,validation,136,0.8,0.95,183,109,280,102,768,681,23
Ohsumed,validation,101,0.8,0.95,193,119,362,127,768,923,23
Ohsumed,validation,72,0.8,0.95,115,78,215,91,768,567,23
Ohsumed,validation,289,0.8,0.95,222,118,316,112,768,811,23
Ohsumed,validation,10,0.8,0.95,223,97,285,85,768,549,23
Ohsumed,validation,659,0.8,0.95,196,101,353,133,768,1102,23
Ohsumed,validation,580,0.8,0.95,127,74,167,62,768,315,23
Ohsumed,validation,319,0.8,0.95,178,110,304,81,768,576,23
Ohsumed,validation,31,0.8,0.95,236,120,330,126,768,929,23
Ohsumed,validation,393,0.8,0.95,235,128,363,116,768,988,23
Ohsumed,validation,558,0.8,0.95,224,125,350,117,768,852,23
Ohsumed,validation,467,0.8,0.95,209,100,343,143,768,1093,23
Ohsumed,validation,626,0.8,0.95,202,99,285,98,768,609,23
Ohsumed,validation,118,0.8,0.95,218,128,305,90,768,599,23
Ohsumed,validation,55,0.8,0.95,146,78,248,99,768,611,23
Ohsumed,validation,257,0.8,0.95,105,83,165,58,768,284,23
Ohsumed,validation,596,0.8,0.95,142,90,217,79,768,479,23
Ohsumed,validation,346,0.8,0.95,99,62,138,51,768,252,23
Ohsumed,validation,77,0.8,0.95,298,152,472,177,768,1699,23
Ohsumed,validation,572,0.8,0.95,130,86,154,45,768,233,23
Ohsumed,validation,78,0.8,0.95,161,100,227,76,768,427,23
Ohsumed,validation,641,0.8,0.95,145,81,221,96,768,582,23
Ohsumed,validation,557,0.8,0.95,273,130,429,149,768,1497,23
Ohsumed,validation,336,0.8,0.95,136,81,204,86,768,504,23
Ohsumed,validation,352,0.8,0.95,247,127,410,156,768,1437,23
Ohsumed,validation,181,0.8,0.95,156,92,263,97,768,702,23
Ohsumed,validation,164,0.8,0.95,201,117,423,145,768,1248,23
Ohsumed,validation,120,0.8,0.95,154,85,217,79,768,500,23
Ohsumed,validation,2,0.8,0.95,44,35,75,31,768,113,23
Ohsumed,validation,165,0.8,0.95,176,103,274,89,768,616,23
Ohsumed,validation,482,0.8,0.95,126,58,191,74,768,489,23
Ohsumed,validation,667,0.8,0.95,158,89,246,97,768,696,23
Ohsumed,validation,629,0.8,0.95,306,129,487,162,768,1615,23
Ohsumed,validation,300,0.8,0.95,299,141,495,174,768,1706,23
Ohsumed,validation,60,0.8,0.95,260,133,429,169,768,1525,23
Ohsumed,validation,133,0.8,0.95,281,106,566,229,768,1959,23
Ohsumed,validation,30,0.8,0.95,208,121,249,91,768,477,23
Ohsumed,validation,69,0.8,0.95,227,85,290,100,768,758,23
Ohsumed,validation,292,0.8,0.95,200,119,306,94,768,640,23
Ohsumed,validation,395,0.8,0.95,244,124,364,126,768,999,23
Ohsumed,validation,44,0.8,0.95,134,85,216,79,768,506,23
Ohsumed,validation,70,0.8,0.95,298,133,545,198,768,1691,23
Ohsumed,validation,338,0.8,0.95,62,52,111,41,768,164,23
Ohsumed,validation,182,0.8,0.95,59,51,108,36,768,142,23
Ohsumed,validation,500,0.8,0.95,167,59,277,102,768,712,23
Ohsumed,validation,658,0.8,0.95,58,40,97,39,768,161,23
Ohsumed,validation,452,0.8,0.95,331,155,453,173,768,1670,23
Ohsumed,validation,176,0.8,0.95,174,106,278,91,768,572,23
Ohsumed,validation,538,0.8,0.95,81,51,129,54,768,253,23
Ohsumed,validation,65,0.8,0.95,262,131,475,151,768,1483,23
Ohsumed,validation,619,0.8,0.95,241,124,417,142,768,1381,23
Ohsumed,validation,49,0.8,0.95,172,118,269,95,768,564,23
Ohsumed,validation,148,0.8,0.95,174,107,226,85,768,525,23
Ohsumed,validation,367,0.8,0.95,181,120,254,90,768,563,23
Ohsumed,validation,39,0.8,0.95,168,98,249,89,768,551,23
Ohsumed,validation,512,0.8,0.95,172,103,243,82,768,540,23
Ohsumed,validation,306,0.8,0.95,59,39,83,37,768,143,23
Ohsumed,validation,6,0.8,0.95,196,109,309,101,768,718,23
Ohsumed,validation,624,0.8,0.95,151,87,225,101,768,629,23
Ohsumed,validation,668,0.8,0.95,62,44,107,38,768,159,23
Ohsumed,validation,210,0.8,0.95,213,115,313,110,768,698,23
Ohsumed,validation,437,0.8,0.95,156,91,209,79,768,457,23
Ohsumed,validation,131,0.8,0.95,176,83,255,97,768,679,23
Ohsumed,validation,331,0.8,0.95,312,169,444,133,768,1163,23
Ohsumed,validation,318,0.8,0.95,147,85,207,71,768,403,23
Ohsumed,validation,630,0.8,0.95,139,86,204,61,768,320,23
Ohsumed,validation,86,0.8,0.95,197,88,292,110,768,745,23
Ohsumed,validation,465,0.8,0.95,136,75,243,103,768,663,23
Ohsumed,validation,281,0.8,0.95,123,87,217,86,768,541,23
Ohsumed,validation,464,0.8,0.95,185,95,317,102,768,871,23
Ohsumed,validation,625,0.8,0.95,230,136,335,108,768,729,23
Ohsumed,validation,478,0.8,0.95,161,74,217,78,768,515,23
Ohsumed,validation,473,0.8,0.95,249,130,382,141,768,1257,23
Ohsumed,validation,41,0.8,0.95,174,105,269,101,768,638,23
Ohsumed,validation,192,0.8,0.95,52,40,74,23,768,73,23
Ohsumed,validation,108,0.8,0.95,143,77,164,52,768,259,23
Ohsumed,validation,456,0.8,0.95,215,117,412,156,768,1372,23
Ohsumed,validation,56,0.8,0.95,240,126,364,142,768,1341,23
Ohsumed,validation,311,0.8,0.95,224,119,472,149,768,1368,23
Ohsumed,validation,497,0.8,0.95,79,58,110,33,768,141,23
Ohsumed,validation,284,0.8,0.95,238,103,449,138,768,1285,23
Ohsumed,validation,132,0.8,0.95,64,48,97,31,768,123,23
Ohsumed,validation,220,0.8,0.95,223,143,385,140,768,1192,23
Ohsumed,validation,250,0.8,0.95,92,73,134,48,768,200,23
Ohsumed,validation,24,0.8,0.95,225,112,401,146,768,1239,23
Ohsumed,validation,208,0.8,0.95,210,102,341,113,768,824,23
Ohsumed,validation,302,0.8,0.95,126,76,154,55,768,250,23
Ohsumed,validation,204,0.8,0.95,133,82,166,51,768,250,23
Ohsumed,validation,616,0.8,0.95,300,111,412,146,768,1319,23
Ohsumed,validation,483,0.8,0.95,243,110,391,128,768,1142,23
Ohsumed,validation,110,0.8,0.95,293,128,450,147,768,1268,23
Ohsumed,validation,278,0.8,0.95,154,73,304,111,768,929,23
Ohsumed,validation,82,0.8,0.95,176,102,278,81,768,531,23
Ohsumed,validation,51,0.8,0.95,238,113,377,118,768,1075,23
Ohsumed,validation,618,0.8,0.95,155,94,193,74,768,381,23
Ohsumed,validation,563,0.8,0.95,68,52,111,40,768,171,23
Ohsumed,validation,420,0.8,0.95,100,68,145,57,768,277,23
Ohsumed,validation,552,0.8,0.95,61,43,80,33,768,105,23
Ohsumed,validation,212,0.8,0.95,128,72,228,86,768,577,23
Ohsumed,validation,18,0.8,0.95,240,105,413,120,768,1018,23
Ohsumed,validation,235,0.8,0.95,268,113,354,118,768,911,23
Ohsumed,validation,480,0.8,0.95,214,115,313,114,768,847,23
Ohsumed,validation,605,0.8,0.95,232,124,388,156,768,1331,23
Ohsumed,validation,61,0.8,0.95,261,129,422,148,768,1460,23
Ohsumed,validation,145,0.8,0.95,104,69,163,57,768,323,23
Ohsumed,validation,353,0.8,0.95,260,135,429,148,768,1411,23
Ohsumed,validation,29,0.8,0.95,91,57,146,61,768,272,23
Ohsumed,validation,163,0.8,0.95,197,95,298,98,768,692,23
Ohsumed,validation,321,0.8,0.95,88,60,116,48,768,194,23
Ohsumed,validation,215,0.8,0.95,213,101,333,114,768,802,23
Ohsumed,validation,655,0.8,0.95,169,89,204,64,768,354,23
Ohsumed,validation,405,0.8,0.95,358,148,578,248,768,2182,23
Ohsumed,validation,174,0.8,0.95,234,127,346,123,768,1042,23
Ohsumed,validation,431,0.8,0.95,214,116,344,129,768,939,23
Ohsumed,validation,556,0.8,0.95,158,96,216,70,768,413,23
Ohsumed,validation,449,0.8,0.95,241,129,420,130,768,998,23
Ohsumed,test,4004,0.8,0.95,237,126,354,145,768,1052,23
Ohsumed,test,149,0.8,0.95,198,103,334,127,768,956,23
Ohsumed,test,2025,0.8,0.95,136,80,188,73,768,413,23
Ohsumed,test,2505,0.8,0.95,161,89,282,82,768,466,23
Ohsumed,test,3203,0.8,0.95,208,109,310,116,768,772,23
Ohsumed,test,1811,0.8,0.95,241,111,482,174,768,1590,23
Ohsumed,test,2024,0.8,0.95,92,66,131,39,768,167,23
Ohsumed,test,2020,0.8,0.95,197,107,285,87,768,603,23
Ohsumed,test,952,0.8,0.95,272,143,457,166,768,1393,23
Ohsumed,test,1041,0.8,0.95,294,142,400,148,768,1224,23
Ohsumed,test,1042,0.8,0.95,132,78,217,83,768,519,23
Ohsumed,test,2812,0.8,0.95,168,95,252,99,768,689,23
Ohsumed,test,790,0.8,0.95,116,85,176,70,768,402,23
Ohsumed,test,3086,0.8,0.95,182,101,269,103,768,691,23
Ohsumed,test,1556,0.8,0.95,273,161,426,155,768,1371,23
Ohsumed,test,3973,0.8,0.95,407,193,546,222,768,2189,23
Ohsumed,test,1487,0.8,0.95,259,129,466,150,768,1367,23
Ohsumed,test,2477,0.8,0.95,105,60,185,85,768,449,23
Ohsumed,test,670,0.8,0.95,215,124,269,75,768,428,23
Ohsumed,test,990,0.8,0.95,125,75,192,76,768,339,23
Ohsumed,test,3825,0.8,0.95,146,82,258,101,768,631,23
Ohsumed,test,2763,0.8,0.95,262,124,514,210,768,1924,23
Ohsumed,test,2829,0.8,0.95,178,85,273,92,768,623,23
Ohsumed,test,1837,0.8,0.95,105,76,149,57,768,267,23
Ohsumed,test,3276,0.8,0.95,194,116,247,91,768,545,23
Ohsumed,test,1511,0.8,0.95,264,124,405,144,768,1346,23
Ohsumed,test,2174,0.8,0.95,225,113,268,95,768,600,23
Ohsumed,test,3946,0.8,0.95,44,34,54,19,768,55,23
