test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.6217045848808833,0.6407422363250919,0.024461659057111455,3,37
0.6097463704078089,0.597193570434155,0.024365502951200015,3,38
0.5862642802962987,0.6064481512852417,0.024453450511240763,2,39
0.5904443261096123,0.6089457587971584,0.024715009904456204,2,40
0.6046807084735304,0.6404625211007497,0.024533506375033754,3,41
0.6091658573911934,0.6320085805315555,0.024846225217696083,3,42
0.5948680123721606,0.6006477741800155,0.024386121352179463,2,43
0.6203137675032394,0.6316728999972286,0.02443380618844326,3,44
0.6161409407460111,0.632235735599478,0.02445500008457815,3,45
0.5834903837384087,0.6133543169284862,0.024330242358898132,2,46
