SLURM NODE: kn069
[I 2026-02-21 06:00:24,410] Using an existing study with name 'IMDb-Fine-tuning-Truncated' instead of creating a new one.
[UPDATE] 50 completed trials using a random sampler. Switching from random to TPE sampling.
Last trial state: 0
Enqueuing hyper-parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 2e-05, 'weight_decay': 1e-06}
[I 2026-02-21 06:44:24,947] Trial 150 finished with value: 0.9288 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 07:27:05,155] Trial 151 finished with value: 0.9252 and parameters: {'batch_size': 64, 'frozen_layers': 0, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 0.0001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 08:16:29,516] Trial 152 finished with value: 0.924 and parameters: {'batch_size': 16, 'frozen_layers': 0, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 09:05:51,985] Trial 153 finished with value: 0.924 and parameters: {'batch_size': 16, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 09:05:52,556] Trial 154 pruned. Duplicate hyper-parameters, same as those used in trial 146: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 0.0001}.
[I 2026-02-21 09:46:51,409] Trial 155 finished with value: 0.9238 and parameters: {'batch_size': 32, 'frozen_layers': 6, 'classifier_dropout': 0.3, 'learning_rate': 2e-05, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 10:30:43,192] Trial 156 finished with value: 0.9226 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 1e-05, 'weight_decay': 1e-05}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 11:19:50,725] Trial 157 finished with value: 0.924 and parameters: {'batch_size': 16, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 0.0001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 12:01:52,842] Trial 158 finished with value: 0.9258 and parameters: {'batch_size': 32, 'frozen_layers': 4, 'classifier_dropout': 0.3, 'learning_rate': 2e-05, 'weight_decay': 0.0001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 12:44:26,975] Trial 159 finished with value: 0.9252 and parameters: {'batch_size': 64, 'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 2e-05, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 13:27:21,537] Trial 160 finished with value: 0.9272 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.3, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 14:14:48,029] Trial 161 finished with value: 0.9256 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 3e-05, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 15:08:49,803] Trial 162 finished with value: 0.9212 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.1, 'learning_rate': 0.0001, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 15:08:50,368] Trial 163 pruned. Duplicate hyper-parameters, same as those used in trial 150: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.2, 'learning_rate': 2e-05, 'weight_decay': 1e-06}.
[I 2026-02-21 15:52:37,418] Trial 164 finished with value: 0.9226 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 1e-05, 'weight_decay': 0.0001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 16:40:09,293] Trial 165 finished with value: 0.9288 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9288.
[I 2026-02-21 17:24:05,169] Trial 166 finished with value: 0.926 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.4, 'learning_rate': 3e-05, 'weight_decay': 0.001}. Best is trial 2 with value: 0.9288.
