SLURM NODE: kn043
[I 2026-02-16 06:29:12,696] A new study created in RDB with name: Ohsumed-Fine-tuning-Truncated
[I 2026-02-16 06:45:30,278] Trial 0 finished with value: 0.5038210045553296 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 1e-05, 'weight_decay': 1e-05}. Best is trial 0 with value: 0.5038210045553296.
[I 2026-02-16 07:01:15,619] Trial 1 finished with value: 0.6080717470929488 and parameters: {'batch_size': 16, 'frozen_layers': 4, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 0.0001}. Best is trial 1 with value: 0.6080717470929488.
[I 2026-02-16 07:17:20,106] Trial 2 finished with value: 0.6193040801143123 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 0.001}. Best is trial 2 with value: 0.6193040801143123.
[I 2026-02-16 07:32:26,365] Trial 3 finished with value: 0.5776957756189777 and parameters: {'batch_size': 64, 'frozen_layers': 4, 'classifier_dropout': 0.3, 'learning_rate': 3e-05, 'weight_decay': 1e-06}. Best is trial 2 with value: 0.6193040801143123.
[I 2026-02-16 07:50:06,038] Trial 4 finished with value: 0.6320012601670955 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 08:05:56,970] Trial 5 finished with value: 0.59642099987794 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 08:20:46,750] Trial 6 finished with value: 0.6152128291455656 and parameters: {'batch_size': 32, 'frozen_layers': 6, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 0.001}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 08:38:29,190] Trial 7 finished with value: 0.6320012601670955 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 1e-05}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 08:53:33,381] Trial 8 finished with value: 0.5900472939972231 and parameters: {'batch_size': 64, 'frozen_layers': 4, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 09:09:27,460] Trial 9 finished with value: 0.5598621789317699 and parameters: {'batch_size': 64, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-05}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 09:24:09,834] Trial 10 finished with value: 0.5951029353276628 and parameters: {'batch_size': 16, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 0.001}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 09:38:40,196] Trial 11 finished with value: 0.5797119132248083 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 0.0001, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 09:54:28,591] Trial 12 finished with value: 0.5839632606094359 and parameters: {'batch_size': 32, 'frozen_layers': 4, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 10:10:18,152] Trial 13 finished with value: 0.6234758968712366 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 3e-05, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6320012601670955.
[I 2026-02-16 10:28:25,765] Trial 14 finished with value: 0.6451377933685046 and parameters: {'batch_size': 16, 'frozen_layers': 2, 'classifier_dropout': 0.3, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 14 with value: 0.6451377933685046.
