SLURM NODE: kn064
[I 2026-02-12 05:41:54,327] A new study created in RDB with name: Ohsumed-Fine-tuning
[I 2026-02-12 05:58:26,537] Trial 0 finished with value: 0.5004193368992597 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 1e-05, 'weight_decay': 1e-05}. Best is trial 0 with value: 0.5004193368992597.
[I 2026-02-12 06:15:28,112] Trial 1 finished with value: 0.6170400849565799 and parameters: {'batch_size': 16, 'frozen_layers': 4, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 0.0001}. Best is trial 1 with value: 0.6170400849565799.
[I 2026-02-12 06:31:46,833] Trial 2 finished with value: 0.6095475912404839 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.4, 'learning_rate': 2e-05, 'weight_decay': 0.001}. Best is trial 1 with value: 0.6170400849565799.
[I 2026-02-12 06:47:00,626] Trial 3 finished with value: 0.5529430016283152 and parameters: {'batch_size': 64, 'frozen_layers': 4, 'classifier_dropout': 0.3, 'learning_rate': 3e-05, 'weight_decay': 1e-06}. Best is trial 1 with value: 0.6170400849565799.
[I 2026-02-12 07:03:48,691] Trial 4 finished with value: 0.6400454473877035 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 5e-05, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 07:19:37,613] Trial 5 finished with value: 0.5844285232842047 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 07:34:30,807] Trial 6 finished with value: 0.600030179032105 and parameters: {'batch_size': 32, 'frozen_layers': 6, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 0.001}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 07:51:19,034] Trial 7 finished with value: 0.6400454473877035 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 1e-05}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 08:06:29,795] Trial 8 finished with value: 0.6108837746390655 and parameters: {'batch_size': 64, 'frozen_layers': 4, 'classifier_dropout': 0.4, 'learning_rate': 5e-05, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 08:22:29,282] Trial 9 finished with value: 0.5620963369708595 and parameters: {'batch_size': 64, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-05}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 08:38:16,358] Trial 10 finished with value: 0.6029489141417983 and parameters: {'batch_size': 16, 'frozen_layers': 0, 'classifier_dropout': 0.1, 'learning_rate': 5e-05, 'weight_decay': 0.001}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 08:51:42,576] Trial 11 finished with value: 0.5539950569843328 and parameters: {'batch_size': 16, 'frozen_layers': 6, 'classifier_dropout': 0.2, 'learning_rate': 0.0001, 'weight_decay': 0.0001}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 09:07:06,636] Trial 12 finished with value: 0.5485587824454679 and parameters: {'batch_size': 32, 'frozen_layers': 4, 'classifier_dropout': 0.1, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 09:22:48,038] Trial 13 finished with value: 0.6093332959608808 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.4, 'learning_rate': 3e-05, 'weight_decay': 1e-06}. Best is trial 4 with value: 0.6400454473877035.
[I 2026-02-12 09:40:08,519] Trial 14 finished with value: 0.6451523198126795 and parameters: {'batch_size': 16, 'frozen_layers': 2, 'classifier_dropout': 0.3, 'learning_rate': 2e-05, 'weight_decay': 1e-06}. Best is trial 14 with value: 0.6451523198126795.
[I 2026-02-12 09:55:21,100] Trial 15 finished with value: 0.5529430016283152 and parameters: {'batch_size': 64, 'frozen_layers': 4, 'classifier_dropout': 0.2, 'learning_rate': 3e-05, 'weight_decay': 1e-06}. Best is trial 14 with value: 0.6451523198126795.
