SLURM NODE: kn044
[I 2026-02-21 06:00:15,471] Using an existing study with name 'IMDb-Fine-tuning' instead of creating a new one.
Unbound optimization already completed.

[UPDATE] Unbound limits: {'batch_size': (np.int64(16), np.int64(64)), 'frozen_layers': (np.int64(0), np.int64(4)), 'classifier_dropout': (np.float64(0.1), np.float64(0.3)), 'learning_rate': (np.float64(1e-05), np.float64(3e-05)), 'weight_decay': (np.float64(1e-06), np.float64(0.001))}
[I 2026-02-21 06:00:16,832] Using an existing study with name 'IMDb-Fine-tuning-unbound' instead of creating a new one.
Last trial state: 0
Enqueuing hyper-parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.18729609503249545, 'learning_rate': 1.8103811460020112e-05, 'weight_decay': 1.590160505484389e-06}
[I 2026-02-21 07:13:47,214] Trial 32 finished with value: 0.9328 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.18729609503249545, 'learning_rate': 1.8103811460020112e-05, 'weight_decay': 1.590160505484389e-06}. Best is trial 24 with value: 0.937.
[I 2026-02-21 08:27:28,170] Trial 33 finished with value: 0.9328 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.13459653046262646, 'learning_rate': 2.6669197866481868e-05, 'weight_decay': 0.00012420684413766268}. Best is trial 24 with value: 0.937.
[I 2026-02-21 09:40:54,516] Trial 34 finished with value: 0.9366 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.24311749212070904, 'learning_rate': 2.5860660168971335e-05, 'weight_decay': 1.5622346323341879e-06}. Best is trial 24 with value: 0.937.
[I 2026-02-21 10:54:11,587] Trial 35 finished with value: 0.9324 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.2650410056402298, 'learning_rate': 2.9800824744419076e-05, 'weight_decay': 2.0811160617688666e-06}. Best is trial 24 with value: 0.937.
[I 2026-02-21 12:15:35,554] Trial 36 finished with value: 0.933 and parameters: {'batch_size': 24, 'frozen_layers': 1, 'classifier_dropout': 0.12204871277913729, 'learning_rate': 2.1544469050256368e-05, 'weight_decay': 2.0023373323541102e-05}. Best is trial 24 with value: 0.937.
[I 2026-02-21 13:35:35,084] Trial 37 finished with value: 0.9314 and parameters: {'batch_size': 24, 'frozen_layers': 3, 'classifier_dropout': 0.20697223773935697, 'learning_rate': 2.5323146141477054e-05, 'weight_decay': 2.8330694551645386e-06}. Best is trial 24 with value: 0.937.
[I 2026-02-21 14:48:01,804] Trial 38 finished with value: 0.9372 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.1344205572711081, 'learning_rate': 2.3888060698880288e-05, 'weight_decay': 0.00010631330163030217}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 16:00:27,939] Trial 39 finished with value: 0.9288 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.16227782006151667, 'learning_rate': 2.148753816253375e-05, 'weight_decay': 5.075883385293219e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 17:10:32,926] Trial 40 finished with value: 0.9246 and parameters: {'batch_size': 40, 'frozen_layers': 0, 'classifier_dropout': 0.2529031771640865, 'learning_rate': 2.5807040725273884e-05, 'weight_decay': 1.298058716058738e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 18:49:39,886] Trial 41 finished with value: 0.93 and parameters: {'batch_size': 16, 'frozen_layers': 2, 'classifier_dropout': 0.14374558219427705, 'learning_rate': 2.0219637245979296e-05, 'weight_decay': 0.00011648435545560286}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 20:03:41,693] Trial 42 finished with value: 0.9312 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.10368170291437702, 'learning_rate': 1.8235610263358975e-05, 'weight_decay': 9.932345662110278e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 21:17:18,991] Trial 43 finished with value: 0.93 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.10288966153747467, 'learning_rate': 2.5759219488946842e-05, 'weight_decay': 4.376829788603762e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 22:39:38,892] Trial 44 finished with value: 0.929 and parameters: {'batch_size': 24, 'frozen_layers': 2, 'classifier_dropout': 0.11492783045150468, 'learning_rate': 2.3280997531857867e-05, 'weight_decay': 0.0007803162479675642}. Best is trial 38 with value: 0.9372.
[I 2026-02-21 23:48:20,142] Trial 45 finished with value: 0.9334 and parameters: {'batch_size': 40, 'frozen_layers': 2, 'classifier_dropout': 0.22659173140971206, 'learning_rate': 2.247503647837377e-05, 'weight_decay': 1.0720517887023757e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 01:02:17,109] Trial 46 finished with value: 0.9304 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.2014228825279019, 'learning_rate': 1.795226702866248e-05, 'weight_decay': 0.0005415321172524513}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 02:15:46,297] Trial 47 finished with value: 0.9366 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.2471520249413641, 'learning_rate': 2.318004142676824e-05, 'weight_decay': 1.547303111105563e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 03:29:55,073] Trial 48 finished with value: 0.9324 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.20757826170935606, 'learning_rate': 2.1670818188901055e-05, 'weight_decay': 2.898491489204507e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 05:01:05,071] Trial 49 finished with value: 0.9286 and parameters: {'batch_size': 24, 'frozen_layers': 3, 'classifier_dropout': 0.23738545833428412, 'learning_rate': 1.0514100760670127e-05, 'weight_decay': 0.0008517835251488823}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 06:15:04,012] Trial 50 finished with value: 0.9304 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.2886657841300356, 'learning_rate': 2.5182148023941717e-05, 'weight_decay': 5.458222423184317e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 07:22:33,644] Trial 51 finished with value: 0.9336 and parameters: {'batch_size': 40, 'frozen_layers': 3, 'classifier_dropout': 0.2694959268281081, 'learning_rate': 2.540435771280905e-05, 'weight_decay': 1.4795224929997244e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 08:36:06,012] Trial 52 finished with value: 0.9372 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.2711177647840791, 'learning_rate': 2.241506705576533e-05, 'weight_decay': 1.1754993947040527e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 09:49:34,612] Trial 53 finished with value: 0.9344 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.2633610859911612, 'learning_rate': 2.8616784284917184e-05, 'weight_decay': 2.2929267027958287e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 11:02:30,045] Trial 54 finished with value: 0.9362 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.2536967505809839, 'learning_rate': 2.109681372311061e-05, 'weight_decay': 1.5240762037982056e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 12:35:37,703] Trial 55 finished with value: 0.9314 and parameters: {'batch_size': 24, 'frozen_layers': 2, 'classifier_dropout': 0.2892144032464998, 'learning_rate': 1.8706001127802387e-05, 'weight_decay': 4.034443938652812e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 13:45:04,537] Trial 56 finished with value: 0.9348 and parameters: {'batch_size': 40, 'frozen_layers': 1, 'classifier_dropout': 0.25886230843251734, 'learning_rate': 2.1299516875983367e-05, 'weight_decay': 1.269957926201619e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 15:19:07,079] Trial 57 finished with value: 0.9288 and parameters: {'batch_size': 24, 'frozen_layers': 0, 'classifier_dropout': 0.24860637415604597, 'learning_rate': 2.351587596843668e-05, 'weight_decay': 1.01290094327682e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 16:31:50,248] Trial 58 finished with value: 0.9264 and parameters: {'batch_size': 32, 'frozen_layers': 2, 'classifier_dropout': 0.22055271902446472, 'learning_rate': 2.2190354588886034e-05, 'weight_decay': 4.769312997230848e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 17:40:21,911] Trial 59 finished with value: 0.9342 and parameters: {'batch_size': 40, 'frozen_layers': 2, 'classifier_dropout': 0.2770856819149348, 'learning_rate': 1.9999737990040422e-05, 'weight_decay': 1.3067801898719507e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 18:53:01,199] Trial 60 finished with value: 0.931 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.2747243500151427, 'learning_rate': 2.112332839376336e-05, 'weight_decay': 2.2730046603964784e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 20:07:49,309] Trial 61 finished with value: 0.9358 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.19503858978716826, 'learning_rate': 2.3921349027956917e-05, 'weight_decay': 9.470421819020957e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 21:27:01,589] Trial 62 finished with value: 0.932 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.19103555308294162, 'learning_rate': 1.872367610762184e-05, 'weight_decay': 3.550129624126317e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 22:41:30,701] Trial 63 finished with value: 0.9338 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.20651832375743231, 'learning_rate': 2.481799663106204e-05, 'weight_decay': 0.00014581735710357885}. Best is trial 38 with value: 0.9372.
[I 2026-02-22 23:55:14,182] Trial 64 finished with value: 0.9282 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.23524903640421582, 'learning_rate': 1.1332029121612247e-05, 'weight_decay': 0.0008700735019798126}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 01:16:38,717] Trial 65 finished with value: 0.9232 and parameters: {'batch_size': 24, 'frozen_layers': 2, 'classifier_dropout': 0.20094582710195916, 'learning_rate': 2.7443826499730073e-05, 'weight_decay': 1.1021284767306461e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 02:25:05,414] Trial 66 finished with value: 0.9286 and parameters: {'batch_size': 40, 'frozen_layers': 2, 'classifier_dropout': 0.2530314117849892, 'learning_rate': 2.33783920498539e-05, 'weight_decay': 1.0890679117714088e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 03:39:13,750] Trial 67 finished with value: 0.933 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.23305221064817866, 'learning_rate': 2.6831851421491112e-05, 'weight_decay': 3.1524010358162534e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 04:52:43,217] Trial 68 finished with value: 0.9368 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.20512141099921896, 'learning_rate': 2.3910029572907216e-05, 'weight_decay': 0.0001992249893189124}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 06:00:25,014] Trial 69 finished with value: 0.9304 and parameters: {'batch_size': 40, 'frozen_layers': 3, 'classifier_dropout': 0.23748579589081611, 'learning_rate': 2.774406465261707e-05, 'weight_decay': 0.00030730212053839645}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 07:33:11,214] Trial 70 finished with value: 0.9308 and parameters: {'batch_size': 24, 'frozen_layers': 1, 'classifier_dropout': 0.1656002554394239, 'learning_rate': 1.4321031697447175e-05, 'weight_decay': 0.00027203503160630786}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 08:46:34,254] Trial 71 finished with value: 0.9344 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.17402029211184988, 'learning_rate': 2.1245185610268645e-05, 'weight_decay': 0.00019967673007510872}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 10:00:45,970] Trial 72 finished with value: 0.9318 and parameters: {'batch_size': 32, 'frozen_layers': 0, 'classifier_dropout': 0.1781172078026669, 'learning_rate': 2.9621707450705815e-05, 'weight_decay': 3.9520140758139236e-05}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 11:14:09,440] Trial 73 finished with value: 0.9342 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.19433792299727262, 'learning_rate': 2.844923858545159e-05, 'weight_decay': 0.00018087041124570589}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 12:27:27,424] Trial 74 finished with value: 0.9298 and parameters: {'batch_size': 32, 'frozen_layers': 1, 'classifier_dropout': 0.25813626504904336, 'learning_rate': 2.3926559128096034e-05, 'weight_decay': 2.8215688587990863e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 13:35:52,151] Trial 75 finished with value: 0.9296 and parameters: {'batch_size': 64, 'frozen_layers': 1, 'classifier_dropout': 0.2880129871515037, 'learning_rate': 1.798173431208793e-05, 'weight_decay': 6.249712568074479e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 14:57:01,207] Trial 76 finished with value: 0.929 and parameters: {'batch_size': 24, 'frozen_layers': 2, 'classifier_dropout': 0.2625493667916194, 'learning_rate': 2.3904322398390137e-05, 'weight_decay': 1.2993779755985061e-06}. Best is trial 38 with value: 0.9372.
[I 2026-02-23 16:05:29,136] Trial 77 finished with value: 0.9266 and parameters: {'batch_size': 40, 'frozen_layers': 2, 'classifier_dropout': 0.15767007156410667, 'learning_rate': 2.387289031245451e-05, 'weight_decay': 0.00024928136000512474}. Best is trial 38 with value: 0.9372.
