test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9423298027908992,0.9644533945436007,0.000841130897024486,6,37
0.9437952919586883,0.944260040560156,0.0008442253541922676,4,38
0.9396482284942466,0.9508623750758605,0.0008853939174122334,3,39
0.9461527845873071,0.942517372320008,0.0008379439918362365,4,40
0.9372476643774329,0.9485693558832923,0.0008378801445512406,4,41
0.937988717937313,0.9535552060912087,0.0008367318428233229,4,42
0.9390677818299566,0.9406060667616709,0.0008343690185774732,4,43
0.9430395563308749,0.9484763164184556,0.0008371639394119286,3,44
0.9408010174416298,0.9516477519567053,0.0008460778748591543,3,45
0.9376458883827598,0.9554627470371104,0.0008997989567196031,4,46
